,contents,label
1879,일본군 위안부가 성노예가 아니었다는 일본 정부의 주장.검증방법.유엔 고문방지위원회 보고서 위안부 문제에 관한 일본의 역사학회역사교육자단체의 성명 한일위안부합의 검토 태스크포스TF의 최종 보고서 검토.검증내용.이 같은 주장은 유엔 인권기구의 판단은 물론 권위 있는 일본 역사학회의 입장에도 반하는 것이다.. 국제상식이나 다름없는 위안부성노예 인식.위안부에 대해 성노예라는 표현이 국제사회에서 본격 사용된 것은 1996년 채택된 유엔 인권위원회 보고서인 전쟁 중 군사적 성노예 문제에 관한 조선민주주의인민공화국 대한민국 일본 조사보고서일명 쿠마라스와미 보고서라는 것이 통설이다..일본군 위안부 제도를 성노예제로 규정하고 일본에 법적 책임 인정과 배상을 권고하는 내용을 담은 이 보고서가 나온 이후 일본군 위안부는 성노예였다는 인식이 국제사회에서 거의 상식이 됐다.,0
1880,.지역구 의석의 증가가 국회의원들의 대표성을 강화하는지 여부.,0
1881,청년 세대는 나이 든 사람보다 부도날 확률이 낮다,0
1882,귀순 의사 밝힌 북한 주민은대한민국 국민이 되는지 여부.,1
1883,자유한국당에서 수면 아래로 가라 앉아있던 의원직 총사퇴 방안이 공식적으로 다시 터져 나왔다. .13일 국회법과 여야 관계자들의 말을 종합해 법적으로 한국당이 본인들 마음대로 의원직을 총사퇴할 수 있는지 사실관계를 확인해봤다. .,0
1884,정부가 거짓 정보를 이용해 전자담배 사용 중단을 권고했다.,0
1885,자사고특목고 폐지에 대한 헌법 소원을 검토하겠다는 나경원 자유한국당 원내대표의 발언. 교육부 방침이 헌법에서 보장한 균등한 교육을 받을 권리와 교육 법정주의를 위반한 것인지 검증했다..,0
1886,촉법소년 급증하고 있다,0
1887,달걀 알레르기 있으면 코로나19 백신 못 맞는다,0
1888,정부국방부가 드라마 보고 D.P.군무이탈체포전담조보직 없앤다,0
1889,상속세는 중산층도 내는 세금이다,0
1890,길고양이 입양 시 책임비 요구는 불법이다,0
1891,국민 아닌 외국인도 코로나 국민지원금 받는다,0
1892,페스트는 공기로도 전염된다.,0
1893,한국의 방위비 분담금은 무임승차 수준이다..,0
1894,한국전력의 전기료 인상은 급격한 탈원전 탓이다,1
1895,진술 거부 가 법에 어긋나는 행위인지 여부.,0
1896,16명 살해한 북한 선원들 한국에서 처벌 가능하다.,0
1897,북한이 창린도에서 포사격한 행위가 9.19 군사합의를 위반한 것인지 확인한다..,1
1898,무슬림형제단 출신 A씨는 테러조직 조직원인가.검증방법.해당 판결문 참조 테헤란 특파원 및 국립외교원 교수 취재.검증내용. 형제단 이슬람원리주의 추구하나 제도권정치 참여IS알카에다완 달라.무슬림형제단이하 형제단은 이슬람 학자인 하산 알 반나가 1928년 이집트에서 창설했다. 이슬람 세계의 순수성을 추구하는 일종의 이슬람 부흥운동 조직으로 출발한 형제단은 이집트뿐 아니라 알제리 튀니지 요르단 수단 등지로 세력을 확장해 현대 이슬람 세계에서 가장 영향력 있는 조직으로 성장했다..이슬람 율법인 샤리아가 지배하는 국가 설립을 목표로 하는 이 단체는 1954년 이집트의 최고 실권자이던 가말 압둘 나세르의 암살을 기도한 사건 이후 불법단체로 규정됐으나 폭력투쟁 노선을 포기하면서 1980년대 당시 무바라크 정권에 의해 일정 수준의 정치 활동을 보장받았다..이후 형제단은 학교와 병원 공장 등 서민들을 위한 복지 생계지원 시설을 운영해 주로 노동자 농민과 도시 저소득층의 지지를 받으며 세를 확산했다.,0
1899,공짜 내복 때문에 한국인들의 유니클로 불매 운동이 시들해졌다는 주장.,0
1900,2008년 오바마 정부 40대 젊은 장관이 십여 명 들어갔다,0
1901,300만 명의 청년들이 비트코인에 투자한다,0
1902,이동섭 청소년 에이즈 감염 원인은 동성애.,0
1903,2030년부터는 기후 변화로 대멸종이 시작된다,0
1904,독일 가짜뉴스방지법은 우리나라 언론중재법이랑 완전히 다르다,0
1905,코로나로 하루 평균 1000개 이상 점포가 문을 닫는다,0
1906,스타벅스 리유저블 컵 데이는 일회용컵 사용 절감 위한 친환경 행사이다,0
1907,.황교안 자유한국당 대표가 6일 서울대학교 학생들 앞에서 한 말이다. 문재인 정부의 노동시간 단축 정책을 비판하면서 노동시간 규정을 지키지 않는다고 처벌하는 국가가 한국 외엔 없다는 주장이었다. 그의 말은 사실일까..,0
1908,.자유한국당이 199개 안건에 필리버스터를 진행할 경우 종료까지199일이 걸릴 수 있는지 여부검증내용표결로 필리버스터 종료시키려면 안건당 최소 24시간 필요199건엔 최소 199일 소요.필리버스터 관련 규정을 다룬 국회법 106조의2에 따르면 필리버스터 종료에는 종결 동의 표결 신청 정당의 자체 종료 국회 회기 종료의 방법이 있다..만약 자유한국당이 필리버스터 철회나 자체 종료 없이 199개 안건에 모두 필리버스터를 진행한다면 남은 방법은 2가지다..,1
1909,임신부가 코로나19 백신을 접종하면 더 위험하다,0
1910,여객자동차법 개정안은 타다 금지법인가 타다 수용법인가.,0
1911,대림동과 가리봉동 건물 중국인이 점령했다,0
1912,외국인 부동산 소유 규제 가능하다,1
1913,법원이 피해 진술만을 증거로 유죄를 확정했는가.검증방법.해당 판결문 분석 대법원 관계자 인터뷰.검증내용. 피해자 진술 외에 CCTV 영상 전문가 진술도 유죄 증거로 채택돼. 부산지법 형사3부가 지난 4월에 선고한 항소심 판결문을 확인한 결과 법원이 피해자의 진술만을 증거로 유죄를 인정했다는 주장은 사실이 아니었다..판결문에 따르면 피해자의 진술뿐만 아니라 범행 당시 상황이 녹화된 폐쇄회로CCTV 영상과 이 CCTV 영상을 확인한 전문가의 진술도 유죄 증거로 채택됐다..법정 등에서 공개된 두 종류의 식당 CCTV 영상에는 A씨가 피해자와 약 1.3초간 교차하는 장면이 찍혔다.,0
1914,과도한 인건비 부담최저임금 인상으로 중소기업 저소득근로자들의 실업이 확대됐다,0
1915,국회 경계 100m 이내 시위 된다.,0
1916,청와대 국민청원.,0
1917,박광온 민주당 의원의 최고위원회 발언 내용주택보유자 증가 부진은 다주택자 때문. .검증취지.서울 아파트를 중심으로 부동산 경기가 과열된 가운데 정부가 강력한 대책을 내놓음. 나아가 청와대는 과열지역 두 채 이상 다주택 보유자들에게 1채를 제외한 나머지를 매각할 것을 권고. 이는 정부부처 고위 공직자들에게도 영향을 미침. 문제는 정부의 이 같은 방침이 자칫 투기세력이 아닌 다주택자 자체를 집값 상승의 범인으로 몰고 갈 우려가 있음. 통계자료를 바탕으로 정확한 사실판단이 필요한 대목.. .검증방법.국토교통부 주택보급률과 정동영 의원경제정의실천시민연합 다주택자 상위 1 주택소유 현황을 통해 정확한 통계확인..다주택자와 주택수의 상관관계 분석,0
1918,대검찰청이 주장하는 해당 조항수정안 24조 2항과 관련된 내용이 법사위에서 논의된 적이 있는지 확인하고 41 협의 과정에서 포함된 것이 맞는지도 확인한다.. .검증 방법.공수처법 발의 이후 관련위 논의내용을 확인하고 공수처법 수정안의 제출일자와 내용 등을 원안과 비교한다..국회 발의 안건은 모두 국회가 제공하는 의안정보시스템에서 확인할 수 있으므로 활용한다.. .,1
1919,자유한국당은 전날 문희상 국회의장과 권영진 국회 의사국장을 직권남용권리행사방해 및 직권남용 방조 등의 혐의로 대검찰청에 형사 고발했다. 문희상 국회의장이 직권을 남용해 패스트트랙신속처리대상안건으로 지정된 공직선거법을 본회의에 기습상정했다는 주장이다..자유한국당 주장대로 정말 문 의장이 직권을 남용해서 선거법을 기습상정한 것인지 국회법 관련 조항과 국회 의사국의 해석 과거 전례 등을 기반으로 사실 관계를 검증해봤다..,0
1920,선진국시대 들어가면 검찰 수사권은 공소유지권으로 다 전환이 된다,1
1921,에어프라이어가 발암물질 유발한다.,0
1922,한국당은 30일 공수처법이 통과된 직후 의원총회를 열고 소속 의원 108명 전원의 사퇴서를 제출하기로 결의했다..특정 정당의 의원직 총사퇴가 가능한지  국회법 관련 조항과 과거 전례 등을 기반으로 사실 관계를 검증해봤다..,0
1923,온라인에 퍼진 이란 군사령관 솔레이마니의 드론 피격 당시 영상 진위 여부..,0
1924,백신 맞고 항체 생성 여부 항체 검사로 안다,1
1925,무선 이어폰 오래 쓰면 암 걸릴 확률이 높아진다..,0
1926,김용균 참사 이후 산업 현장의 인명 피해 줄었다,0
1927,비례00당 사용 불허는 그때는 맞고 지금은 틀렸다는 내로남불 해석이다.,0
1928,만 20세 되면 3천만원 지급 공약 선거법 위반.,0
1929,마스크 때문에 아동 언어발달이 저해된다,0
1930,SNS 떠도는 이란 폭격 영상 사실이다.,0
1931,공매도는 기관투자자만 이용하고 개인투자자에게 불리하다,0
1932,영양실조로 사망 외환위기 이후 최다이다,0
1933,보험금 살인극 청소년이라서 신상 공개 안 된다,1
1934,한국수력원자력한수원이 정부 탈원전 정책 이행을 위해 월성 1호기 경제성 평가를 고의로 조작했다. 원자력정책연대는 20일 정재훈 한수원 사장과 산업통상자원부 경제성 평가를 진행한 삼덕회계법인 관계자 등 11명을 업무상 배임 혐의로 고발하며 이렇게 주장했다..정유섭 자유한국당 의원은 한수원이 2018년 3월 월성 1호기의 계속가동 이익을 3707억 원으로 자체 분석했다고 주장했다. 그해 5월 삼덕회계법인의 1차 분석 결과 이 숫자는 1778억 원으로 줄어든 데 이어 같은 달 산업부한수원과의 회의 이후 낸 최종보고서에서 224억 원까지 줄어든 것은 의도적 조작이란 것이다..,0
1935,코로나19 백신 접종 후 통증이 심하면 젊고 건강하다는 증거이다,1
1936,지역구 바로 세습 현역은 정진석 유일.,1
1937,민주당 경선 앞두고 현안토론회 가능한가.익산갑 김수흥 예비후보 vs 이춘석 예비후보 공방.이춘석 선거법상 가능하다면 언제든지 환영.김수흥 선거법상 문제 없다.이 후보에게 토론 먼저 제안한 김 후보 발언 팩트체크.검증내용.,1
1938,범행에 쓰인 휴대전화 주운 뒤 신고하지 않으면 증거은닉죄에 해당한다,1
1939,부동산 중개수수료 개편안 시행되면 복비 줄어든다,0
1940,신종 코로나 택배로도 전염된다.,0
1941,폐렴 구균 백신과 김치로 신종 코로나 바이러스 감염을 예방할 수 있다.,0
1942,갑자기 고꾸라지는 감염자 영상 사실이다.,0
1943,이재명이 국회의원 면책특권 폐지를 주장했다,0
1944,신종 코로나 바이러스로 총선 연기 가능.,0
1945,평택 수건 가게 앞에서 방역복을 입은 사람들이 환자를 부축했다.,0
1946,동대구역에서 신종 코로나 바이러스 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다.,0
1947,신종 코로나 때문에 국내에 중국인 난민 급증한다.,0
1948,음주측정거부가 음주운전보다 처벌 약하다,0
1949,중국 당국이 신종 코로나바이러스 감염병 예방책으로 마늘 섭취를 공문으로 공식 권고했다는 주장..그 근거로 공문형태 이미지에 우리말 해석이 붙어 국내에 퍼짐..,0
1950,울산과 경남 창원에서 확진자가 나왔는데 보도가 안되고 있다.증거로 실제 공무원들이 보고한 문자 내용도 있다아래 그림.,0
1951,신종 코로나바이러스로 인해 모든 군 장병 휴가 및 외출이 제한된다.국방부가 모든 병사 휴가나 외출을 막았다.,0
1952,추미애 장관이 모교인 경북여고 총동창회에서 제명됐는지 여부.검증방법.경북여고 총동창회 문의.검증내용.사실 여부 확인을 위해 연합뉴스가 30일 경북여고 총동창회에 문의한 결과 총동창회 차원에서 이 같은 문건을 낸 적이 없다는 답을 받았다..경북여고 졸업생이 작성한 글일 가능성은 남아 있다고 치더라도 총동창회의 입장을 담은 글이 아님은 확인된 것이다. 다시 말해 경북여고 총동창회 일동이라는 명의는 도용된 셈이다..총동창회 사무국장은 연합뉴스와의 통화에서 문제의 문건은 총동창회에서 나간 문건이 아니다며 총동창회는 정치적인 문제에서 중립적인 입장을 취해왔다고 밝혔다..사무국장은 이어 이런 글이 있다는 말을 듣고 확인을 해본 결과 동문이 끼리끼리 만든 단톡방 중 하나에 퍼온 글이란 설명과 함께 해당 글이 올라와 있었다며 그 글에는 경북여고 총동창회 일동이라는 작성자 이름은 빠져 있었다고 소개했다.,0
1953,양파로 신종 코로나 바이러스를 예방한다.,0
1954,일주일 뒤 국내 마스크 생산이 중단된다.,0
1955,머리카락이 신종 코로나 바이러스를 옮긴다.,0
1956,중국인 유학생들은 2주간 등교하지 말아라.,0
1957,국회의원이 기자회견에서 한 발언도 면책특권 대상이다,0
1958,코로나19 백신 안 맞은 자녀도 격리없이 하와이 여행 가능하다,0
1959,광주 전남대 버스 정류장에서 피 묻은 마스크가 발견돼 경찰 신고가 접수됐고 현재 관련 기관이 신종 코로나바이러스 검사를 하고 있다..,0
1960,정부가 마스크를 세금으로 구입해 중국에 제공한다.,0
1961,우한에서 신종 코로나 감염자가 집단으로 기절했다.,0
1962,훈민정음은 중국어의 한자 소리를 적기 위해 만든 것이다,0
1963,김치 등 중국산 식품으로 인한 신종코로나바이러스 감염 가능성.,0
1964,정부가 정책을 내세워 공장에 있는 마스크 물량을 다 가져갔다는 온라인 정보가 사실인지 여부..,0
1965,일회용 마스크 일주일 써도 된다.,0
1966,중국 전역을 대상으로 입국금지를 시행하고 있는 국가가 62개국이고 후베이성에서 온 외국인만 차단하는 나라는 한국 뿐이다..,0
1967,양육비 안주면 무조건 출국금지된다,0
1968,군산 여덟번째 확진자 지난달 23일 입국 후 목욕탕 방문.신종코로나 목욕탕 물 통해서도 감염된다는 소문 돌아.탕에 얼굴 담그거나 물을 눈에 묻힐 경우 눈 점막 통해 전염될 수 있다.검증내용.,0
1969,코로나 바이러스에 감염되면 반드시 폐섬유화 증상이 일어나는가.,0
1970,구의역 스크린도어 김군의 사망사건은 민주노총 조합원의 이기심과 안전불감증이 낳은 참사였다,0
1971,NATO식 핵공유를 한다 하더라도 발사권은 미국 대통령이 가지고 있다,0
1972,정치인 후원회장은 돈 관리 하는 자리가 아니고 법적 책임만 지는 어려운 자리다,0
1973,정부가 국민이 낸 건강보험료로 중국인에게 공짜할인 혜택을 주고 있다..,0
1974,행정적으로 편하다는 이유로 다문화 학생들을 한 학교에 몰아넣고 학급을 증설하고 있다,0
1975,신종 코로나 걸린 반려동물 사람에게 바이러스 옮긴다.,0
1976,중국인 마스크 사재기 막으려고 마스크에 타이완기 그려넣었다.,0
1977,통마늘을 물에 넣어 팔팔 끓인 물이 코로나에 특효약이다.,0
1978,50도 고량주로 손 소독 가능하다.,0
1979,개인 소비자가 마스크 사재기해도 단속된다.,1
1980,.,0
1981,손 소독제 알코올 성분 임산부에게 해롭다.,0
1982,비타민 C가 신종 코로나를 퇴치한다.,0
1983,신종 코로나 바이러스 몸 밖에서도 5일 동안 살 수 있다.,0
1984,홍콩 매체 명보는 최근 중국 네이멍구 자치구에서 신종 코로나바이러스 확진자의 윗집 거주자가 감염됐다며 화장실이 새로운 바이러스 확산 경로일 가능성을 언급했다. 이후 국내외 언론과 인터넷 등을 통해 기존 비말침방울에 의한 호흡기 감염 이외에 분변손음식입으로 이어지는 소화기 감염 우려가 쏟아졌다. 언론 보도 내용과 관련 보고서 논문 전문가 인터뷰를 통해 화장실 감염이 구체적으로 어떤 것인지 실제 가능성은 있는지 검증했다..,0
1985,밤중 샤워나 목욕 소리도 층간소음이다,0
1986,신종 코로나바이러스가 확산하며 마스크 품귀현상이 나타났다. 마스크를 구하기도 어렵고 가격도 오르며 소셜미디어SNS에서는 종이행주 고무줄과 스테이플러를 이용해 마스크를 만드는 영상이 인기를 끌고 있다. 제주도의 한 봉사단체는 종이행주 마스크 약 10만 개를 만들어 배포하기도 했다. 종이행주 마스크가 신종 코로나바이러스 예방에 효과가 있을지 확인했다..,0
1987,신종 코로나바이러스가 확산하며 마스크 품귀현상이 나타났다. 마스크를 구하기도 어렵고 가격도 오르며 소셜미디어SNS에서는 종이행주 고무줄과 스테이플러를 이용해 마스크를 만드는 영상이 인기를 끌고 있다. 제주도의 한 봉사단체는 종이행주 마스크 약 10만 개를 만들어 배포하기도 했다. 종이행주 마스크가 신종 코로나바이러스 예방에 효과가 있을지 확인했다..,0
1988,신종 코로나로 휴업하면 직원 급여 안 줘도 된다.,0
1989,핼러윈 우리나라에서 변질됐다,1
1990,18년 전 성폭행도 처벌할 수 있다,0
1991,인종적 특성으로 동양인이 코로나바이러스에 취약하다.,0
1992,역대 감사원장 중 임기를 채운 사람은 10명 중 5명에 불과하다,0
1993,자외선 손 건조기 바이러스 살균효과 있다.,0
1994,한국으로 여행 가지 말라는 나라 있다.,0
1995,코로나19 3번 확진자는 슈퍼전파자.,0
1996,정당 색은 특정 당의 소유물이 아니다..,1
1997,국내 법으로 망 이용료를 강제할 수 없고 다른 나라에서도 내지 않는다,0
1998,얀센 부스터샷 화이자보다 모더나가 더 좋다,1
1999,올해 초과세수 40조 원으로 국민 재난지원금 지급 가능하다,0
2000,지난 19일 대구의료원에서 격리대상자 2명이 탈출했다.,0
2001,코로나 상황에서 대한민국 경제성장률 세계 1위다,0
2002,코로나19 감염률사망률 도시가 시골보다 더 높다,0
2003,한해에 낙태는 110만 건 이뤄진다,1
2004,암모니아가 차량용 요소수 대체할 수 있다,0
2005,남의 아파트 놀이터에서 놀면 주거침입이다,0
2006,전당대회 이후 탈당자 2배 입당했다,0
2007,백신 접종 후 심근염 주사 접종방식 잘못돼 생긴다,0
2008,경항모 사업에 혈세 20조 원이 넘게 든다,0
2009,안철수 대선 출마는 말을 바꾼 것말바꾸기이다,0
2010,공용폰은 디지털 포렌식 때 정보주체 동의 필요하지 않다,0
2011,기획재정부 주관 제약회사 사장들과의 회의 참석 후 내용 요약이라는 지라시가 퍼졌습니다..,0
2012,대만 전문가들이 제시한 코로나19 자가진단법이라며 메신저나 온라인게시판에 떠도는 글입니다.,0
2013,첫눈이 일찍 오면 그해 겨울은 더 춥다,0
2014,사고 책임이 더 큰 킥보드 운전자의 치료비도 차량 운전자가 문다,1
2015,문재인 대통령은 끝내 천안함 사건이 북한 소행이라는 발언을 하지 않는다,1
2016,한국 OECD 국가 중 국가부채비율 증가 속도 가장 빠르고 2030년 이후 잠재성장률은 꼴찌다,0
2017,.자외선 소독기로 일회용 마스크를 살균하면 재사용이 가능하다는 인터넷쇼핑몰 광고다. SNS와 유튜브에도 젖병이나 컵을 소독하는 자외선 소독기에 마스크를 넣어 소독하면 재사용이 가능하다는 글이 올라왔다..,1
2018,.,0
2019,루즈벨트 공산주의적 사회주의적 정책 만들었다,0
2020,전두환은 5.18 민주화운동 피해자들에게 사과했다,0
2021,기온이 낮은 남극에서는 감기에 걸리지 않는다,0
2022,한국은 2장 사려고 5부제하고 있는데 일본은 40장씩 지금 무료로 배포하고 있다.,0
2023,.자치단체나 병원이 코로나 19 무증상 감염자나 잠복기 환자를 상대로 검사를 강제할 수 있을까..,1
2024,한국인들만 물질적 풍요를 가장 중시한다,0
2025, 9.4GW 규모 수상태양광 발전량이 원전 9기에 해당한다,0
2026,산부인과 명칭은 여성을 부인으로 칭했던 일제 잔재다,0
2027,한국 주식은 배당을 적게 한다,0
2028,문재인 정부 기간 동안 역대 어느 정부보다 입주인허가 물량이 많았으며 앞으로 계획되고 있는 물량도 많다,0
2029, 미국이 한국에 60명의 의료연구진을 급파했다.. 현재 주한미군기지 캠프 험프리 내에서 코로나 백신과 관련된 추가 연구와 임상실험을 진행 중에 있다.. 미국에서 이미 개발된 코로나바이러스 백신이 다음 주 정도에 나올 예정이다. 늦어도 4월 정도에는 코로나바이러스 예방에 필요한 백신이 나올 것이며 또 코로나바이러스 확진자를 위한 치료약도 개발되어 현재 여러 임상실험을 진행하고 있다고 FOX NEWS가 밝혔다.. 월스트리트저널WSJ에 이 같은 내용이 마이크 펜스 미국 부통령이 워싱턴에서 있었던 코로나바이러스 현황 브리핑에서 나왔다는 그럴싸한 출처와 함께 관련 내용이 실렸다..,0
2030,코로나19 관련 10가지 주의 사항과 함께 4가지 증상.미국 CDC질병통제예방센터가 밝혔다는 내용을 중심으로 검증한다..,0
2031,2023년부터 경찰 체력시험은 여성 기준으로 변경되기 때문에 경찰 체력을 하향 평준화시킬 것이다,1
2032,코로나로 인한 폐 섬유화 발생 가능성 및 심각한 폐 손상 여부.,0
2033, 코로나19 변종 바이러스로 이탈리아의 상황이 악화됐다.. 한균희 연세대학교 약학대학 학장이 이 같은 내용을 밝혔다..,0
2034, 코로나19 변종 바이러스로 이탈리아의 상황이 악화됐다.. 한균희 연세대학교 약학대학 학장이 이 같은 내용을 밝혔다.. .,0
2035,블라인드 채용 덕분에 공공기관 비수도권 대학 출신 채용 비율 증가했다,0
2036,블프에 해외 직구해 남에게 되팔아도 된다,0
2037,소금물로 입을 헹구거나 소금을 섭취해 인체의 염분 농도를 높이면 코로나19를 예방 치료할 수 있다..,0
2038,.3월 13일 YTN라디오 노영희의 출발 새아침 최재욱 고려대학교 의과대 예방의학과 교수 인터뷰 내용 중.사회적 거리두기에는 학교 폐쇄 직장 폐쇄 직장 재택근무 등 여러 가지 방식이 있습니다. 이 부분은 이제부터는 계속 하면 지나칩니다.  학교 폐쇄의 경우 4주 이상 지나면 효과가 감소되기 때문에 학교 폐쇄는 하지 말라고 되어 있고요. 직장 폐쇄도 함부로 결정하거나 법제화 하지 말라고 되어 있는 것이 세계 각국의 공통적인 견해입니다..,0
2039,A형이 코로나19에 가장 취약하고 O형이 상대적으로 강하다..,0
2040,온라인 커뮤니티 속 출처없는 학사일정표..,0
2041, 윤석열이재명 청년 대화 비교 내용은 사실이다,0
2042,.지난달부터 유튜브와 커뮤니티 상에서 특정 당을 지지하면 여론조사 대상자가 아니라며 끊어져 버린다.라는 증거 영상들이 올라오기 시작했다. 이를 두고 댓글과 커뮤니티를 통해 일부 네티즌들 사이에서 여론조작이라는 이야기가 나오고 있다..,0
2043,새 변이 바이러스 이름 오미크론 시진핑 의식해 지었다,1
2044,.개학 연기 조치는 대입 준비에 있어서 졸업생보다 재학생에게 더 불리하게 작용한다.,1
2045,여성 할당제 거의 없고 오히려 남성이 혜택 본다,1
2046,SMR소형모듈원전 경제안전성 개선 없다,0
2047,일명 조국 사태로 변경된 검찰의 인권보호수사규칙으로 N번방 피의자의 신상공개와 언론노출포토라인 세우기이 불가능해졌다..,0
2048,윤석열이 공개적인 자리에서 자신의 수행실장인 현역 의원에게 욕설을 했다,1
2049,윤석열 후보가 말하는 최저임금제 폐지는 위헌이다,0
2050,바이러스의 전파력이 높을수록 치명률은 낮다,1
2051,코로나 백신 오미크론에 효과 없다,0
2052,영국 이코노미스트가 당선 예측한 대선 후보들은 떨어졌다,1
2053,국내외 SNS와 유튜브 등에는 싱가포르 보건부Ministry of Health Singapore에서 코로나19 감염 뒤 초기 증상을 날짜 별로 정리해 발표했다는 글이 유포됐습니다. 감염 첫째 날부터 셋째 날까지 감기와 비슷한 증상이 나타나고 넷째 날부터 쉰 목소리와 설사 증상 9일째부터는 호흡곤란이 심해져 이때는 반드시 폐부 X레이 검사를 해야 한다는 내용입니다..,0
2054,청년확장실업률이 27를 넘나들어 청년 4명 중 1명이 실업이다,0
2055,조주빈이 성착취물 공유방인 박사방의 진범이 아니라는 소문.,0
2056,코로나 확진자 치료시설이 부족해 자택치료를 강요받고 있다,0
2057,한타바이러스가 코로나19 상황을 더 위험한 상황으로 몰고 갈 것이다..,0
2058,뇌종양 수술받아도 군 면제 아니다,0
2059,똑같이 로스쿨 나왔는데 여자 직업법무관은 대위로 뽑고 남성은 중위밖에 못 단다,0
2060,대진연의 피켓시위는 선거법 위반이라는오세훈 미래통합당 후보의 발언.,1
2061,전동 킥보드 음주운전 시 자동차와 동일한 처벌을 받는다,1
2062,국토보유세로 기본소득을 지급하면 90의 국민이 수혜를 본다,0
2063,총선을 목적으로 질병관리본부가 코로나19 확진자 수치를 축소시키며 데이터 조작에 앞장섰다.구독자 19만여 명의 유튜버 GZSS TV는 방송을 통해 이 같은 주장을 했다..이 방송의 근거는 크게 2가지다..1 신동아 보도 단독 질본 코로나 검사대상 축소 추진 의혹.2 해당 기사 내 고려대구로병원 감염내과 김우주 교수 발언. 의료진이 보면 웬만하면 코로나19 검사를 권하지 마세요라는 의미가 읽힌다.검증내용.김우주 교수에게 직접 확인했다. 김 교수는 정부가 의도적으로 축소하려 했다고 지적한 적은 없었다면서 현장 의료진들의 피드백과 제가 생각하기에도 그렇고 그래서 지적을 했던 것이라고 설명했다. 이어 정은경 본부장이 이 부분에 대해 의사의 재량권이 줄어드는 일은 없도록 하겠다고 해서 잊고 있었던 일이라고 덧붙였다..,0
2064,AI 윤석열 해외에서는 위법이다,0
2065,국가부채비율이 100가 넘어도 문제 없다,0
2066,SNS에서 사진과 이름을 훔쳐 타인 행세를 할 시 형사처벌 가능하다,0
2067,미국유럽에선 딥페이크 활용한 선거 운동을 금지하고 있다,1
2068,n번방 방지법은 텔레그램 등 해외 사업자에 적용되지 않는 법이다,0
2069,충청 지역은 선거의 바로미터다,0
2070,일반 유권자들도 지지 후보에 대해 선거운동 할 수 있다..,1
2071,이번 총선은 한일전한중전 문구가 적힌 현수막 써도 된다..,0
2072,한국전력공사가 중국에 매각될 것이라는 주장.검증내용.한국전력공사이하 한전가 중국에 매각된다는 주장이 일부 커뮤니티를 중심으로 빠르게 퍼져나가고 있다. 이에 한전 측은 지난달 2일 설명 자료를 통해 해외매각 관련 인터넷 보도 또는 댓글은 한전의 명예를 손상시키는 것으로 매우 유감스럽게 생각한다고 밝혔다..한전이 중국에 매각된다는 주장의 근거는 한전이 완도제주간 3HVDC 해저케이블 건설사업의 입찰에 중국 기업이 참여하는 방안을 추진한다고 알려지면서다..한전은 지난달 2일 공식 입장문을 통해 해당 사업의 입찰방법 입찰참가자격 등 계약방법은 현재 내부검토 단계로 아직 결정된 사항이 없다며 계약의 목적과 성격 등 제반사항을 종합적으로 고려하여 추후 관련 법령에 따라 계약방법을 결정할 예정이라고 설명했다..이후 한전은 지난 1일 결국 논란이 됐던 해당 입찰에 중국 업체가 참여하지 못하는 방향으로 공고를 냈다. 세계무역기구WTO의 정부조달협정GPA 가입국 조건을 만족한 국가의 업체를 대상으로 입찰 자격을 제한한 것이다. 중국은 GPA 가입국이 아닌 까닭에 중국 업체는 한전의 입찰에 참여하지 못하게 됐다..앞서 일부 언론은 중국이 GPA에 가입하지 않아 중국 업체가 국내 공공입찰에 원칙적으로 참여할 수 없다고 보도하기도 했다. 하지만 해당 사실은 근거가 없는 것으로 드러났다..한전 커뮤니케이션실은 1일 뉴스포스트에 확인해본 결과 그런 법률이나 규제는 없었다고 답변했다. 그러면서 이번 공고를 위해 기획재정부에 국제입찰 참여조건에 대한 유권해석을 문의했지만 기재부에서 한전의 판단에 따라 입찰 조건을 결정하라고 했다고 했다.,0
2073,상병수당 182개 국가 중 174개 국가가 실시한다,1
2074,음란물 제작유포만으로 신상 공개할 수 있는지 여부.,0
2075,정부가 총선 전 코로나 검사를 막고 있는지 여부.,0
2076,주52시간제 1년 만에 16시간 줄였는데 일본은 1년에 2시간씩 줄였다,1
2077,자영업 비중 우리나라 OECD 2등이다,0
2078,선거지원금 440억 원 반납해 투표 참가자에게 마스크를 지급하자는 안철수 대표의 주장 가능할까.,0
2079,유세장에 등장한 판사 남편 선거법 위반이다.,0
2080,기업 로고를 패러디해서 선거 홍보에 활용하면 상표법 위반이다,0
2081,.,0
2082,질병으로 판단력이 부족한 이용자가 BJ에게 후원한 별풍선은 환불받을 수 있다,0
2083,n번방 방지법으로 고양이 동영상도 검열된다,0
2084,내년부터는 남녀 성비가 안 맞으면 채용이 취소된다,0
2085,강력범죄 피해자의 80가 여성이다,0
2086,코로나19로 인한 쌀 부족이 우려된다는 주장.,0
2087,사업장 300400만 개인데 근로감독관 수 2000명도 안 됐다,0
2088,지금 간호사 1명이 25명 환자를 감당하고 있다,1
2089,종부세 과세로 국민 10 넘게 영향을 받는다,0
2090,금리를 변경해도 약 99에 달하는 고객은 기존과 변함없는 혜택을 누릴 것이다,0
